sample_id,rep_id,total,alt,tissue,individual_id,sample_id_rep,study
GTEX-1GN1W-0726-SM-9KNTV,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1GN1W-0726-SM-9KNTV.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1GN1W-0726-SM-9KNTV.1.bamcount_nonref.csv.zst,Muscle_Skeletal,GTEX-1GN1W,GTEX-1GN1W-0726-SM-9KNTV.1,GTEx_Blended_Tissue_Training
GTEX-1GN2E-0011-R6b-SM-9QEII,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1GN2E-0011-R6b-SM-9QEII.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1GN2E-0011-R6b-SM-9QEII.1.bamcount_nonref.csv.zst,Brain_Nucleus_accumbens,GTEX-1GN2E,GTEX-1GN2E-0011-R6b-SM-9QEII.1,GTEx_Blended_Tissue_Training
GTEX-1GN73-0326-SM-9KNTW,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1GN73-0326-SM-9KNTW.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1GN73-0326-SM-9KNTW.1.bamcount_nonref.csv.zst,Adipose_Subcutaneous,GTEX-1GN73,GTEX-1GN73-0326-SM-9KNTW.1,GTEx_Blended_Tissue_Training
GTEX-1GPI6-0326-SM-9MQM6,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1GPI6-0326-SM-9MQM6.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1GPI6-0326-SM-9MQM6.1.bamcount_nonref.csv.zst,Muscle_Skeletal,GTEX-1GPI6,GTEX-1GPI6-0326-SM-9MQM6.1,GTEx_Blended_Tissue_Training
GTEX-1GPI7-1426-SM-9JGGR,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1GPI7-1426-SM-9JGGR.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1GPI7-1426-SM-9JGGR.1.bamcount_nonref.csv.zst,Testis,GTEX-1GPI7,GTEX-1GPI7-1426-SM-9JGGR.1,GTEx_Blended_Tissue_Training
GTEX-1GTWX-0926-SM-9MQKM,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1GTWX-0926-SM-9MQKM.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1GTWX-0926-SM-9MQKM.1.bamcount_nonref.csv.zst,Heart_Atrial_Appendage,GTEX-1GTWX,GTEX-1GTWX-0926-SM-9MQKM.1,GTEx_Blended_Tissue_Training
GTEX-1GZ4H-0526-SM-9KNU9,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1GZ4H-0526-SM-9KNU9.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1GZ4H-0526-SM-9KNU9.1.bamcount_nonref.csv.zst,Skin_Not_Sun_Exposed,GTEX-1GZ4H,GTEX-1GZ4H-0526-SM-9KNU9.1,GTEx_Blended_Tissue_Training
GTEX-1GZHY-0626-SM-9KNVC,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1GZHY-0626-SM-9KNVC.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1GZHY-0626-SM-9KNVC.1.bamcount_nonref.csv.zst,Skin_Not_Sun_Exposed,GTEX-1GZHY,GTEX-1GZHY-0626-SM-9KNVC.1,GTEx_Blended_Tissue_Training
GTEX-1I6K7-1426-SM-B2LXP,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1I6K7-1426-SM-B2LXP.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1I6K7-1426-SM-B2LXP.1.bamcount_nonref.csv.zst,Esophagus_Mucosa,GTEX-1I6K7,GTEX-1I6K7-1426-SM-B2LXP.1,GTEx_Blended_Tissue_Training
GTEX-1ICG6-0726-SM-B2LY5,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1ICG6-0726-SM-B2LY5.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1ICG6-0726-SM-B2LY5.1.bamcount_nonref.csv.zst,Heart_Atrial_Appendage,GTEX-1ICG6,GTEX-1ICG6-0726-SM-B2LY5.1,GTEx_Blended_Tissue_Training
GTEX-1ICLY-1126-SM-D4P37,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1ICLY-1126-SM-D4P37.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1ICLY-1126-SM-D4P37.1.bamcount_nonref.csv.zst,Artery_Aorta,GTEX-1ICLY,GTEX-1ICLY-1126-SM-D4P37.1,GTEx_Blended_Tissue_Training
GTEX-1ICLZ-0926-SM-CKZPQ,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1ICLZ-0926-SM-CKZPQ.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1ICLZ-0926-SM-CKZPQ.1.bamcount_nonref.csv.zst,Lung,GTEX-1ICLZ,GTEX-1ICLZ-0926-SM-CKZPQ.1,GTEx_Blended_Tissue_Training
GTEX-1IDFM-0226-SM-CMKFX,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1IDFM-0226-SM-CMKFX.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1IDFM-0226-SM-CMKFX.1.bamcount_nonref.csv.zst,Adipose_Subcutaneous,GTEX-1IDFM,GTEX-1IDFM-0226-SM-CMKFX.1,GTEx_Blended_Tissue_Training
GTEX-1IDJC-0005-SM-A9G1C,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1IDJC-0005-SM-A9G1C.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1IDJC-0005-SM-A9G1C.1.bamcount_nonref.csv.zst,Whole_Blood,GTEX-1IDJC,GTEX-1IDJC-0005-SM-A9G1C.1,GTEx_Blended_Tissue_Training
GTEX-1IDJE-1526-SM-A9SLG,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1IDJE-1526-SM-A9SLG.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1IDJE-1526-SM-A9SLG.1.bamcount_nonref.csv.zst,Esophagus_Gastroesophageal_Junction,GTEX-1IDJE,GTEX-1IDJE-1526-SM-A9SLG.1,GTEx_Blended_Tissue_Training
GTEX-1IDJF-1126-SM-ARU7O,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1IDJF-1126-SM-ARU7O.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1IDJF-1126-SM-ARU7O.1.bamcount_nonref.csv.zst,Esophagus_Gastroesophageal_Junction,GTEX-1IDJF,GTEX-1IDJF-1126-SM-ARU7O.1,GTEx_Blended_Tissue_Training
GTEX-1JJ6O-1826-SM-CL53J,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1JJ6O-1826-SM-CL53J.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1JJ6O-1826-SM-CL53J.1.bamcount_nonref.csv.zst,Artery_Aorta,GTEX-1JJ6O,GTEX-1JJ6O-1826-SM-CL53J.1,GTEx_Blended_Tissue_Training
GTEX-1JKYN-0426-SM-CGQG2,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1JKYN-0426-SM-CGQG2.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1JKYN-0426-SM-CGQG2.1.bamcount_nonref.csv.zst,Pancreas,GTEX-1JKYN,GTEX-1JKYN-0426-SM-CGQG2.1,GTEx_Blended_Tissue_Training
GTEX-1JKYR-2126-SM-CNNPC,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1JKYR-2126-SM-CNNPC.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1JKYR-2126-SM-CNNPC.1.bamcount_nonref.csv.zst,Esophagus_Mucosa,GTEX-1JKYR,GTEX-1JKYR-2126-SM-CNNPC.1,GTEx_Blended_Tissue_Training
GTEX-1JMLX-0011-R6b-SM-EXUT9,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1JMLX-0011-R6b-SM-EXUT9.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1JMLX-0011-R6b-SM-EXUT9.1.bamcount_nonref.csv.zst,Brain_Nucleus_accumbens,GTEX-1JMLX,GTEX-1JMLX-0011-R6b-SM-EXUT9.1,GTEx_Blended_Tissue_Training
GTEX-1JMPY-0526-SM-CL54O,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1JMPY-0526-SM-CL54O.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1JMPY-0526-SM-CL54O.1.bamcount_nonref.csv.zst,Breast_Mammary_Tissue,GTEX-1JMPY,GTEX-1JMPY-0526-SM-CL54O.1,GTEx_Blended_Tissue_Training
GTEX-1JMPZ-2026-SM-C1YR8,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1JMPZ-2026-SM-C1YR8.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1JMPZ-2026-SM-C1YR8.1.bamcount_nonref.csv.zst,Esophagus_Mucosa,GTEX-1JMPZ,GTEX-1JMPZ-2026-SM-C1YR8.1,GTEx_Blended_Tissue_Training
GTEX-1JMQI-1026-SM-COH2U,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1JMQI-1026-SM-COH2U.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1JMQI-1026-SM-COH2U.1.bamcount_nonref.csv.zst,Adipose_Visceral,GTEX-1JMQI,GTEX-1JMQI-1026-SM-COH2U.1,GTEx_Blended_Tissue_Training
GTEX-1JMQJ-1126-SM-CY8HO,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1JMQJ-1126-SM-CY8HO.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1JMQJ-1126-SM-CY8HO.1.bamcount_nonref.csv.zst,Esophagus_Gastroesophageal_Junction,GTEX-1JMQJ,GTEX-1JMQJ-1126-SM-CY8HO.1,GTEx_Blended_Tissue_Training
GTEX-1JMQK-2026-SM-C1YQN,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1JMQK-2026-SM-C1YQN.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1JMQK-2026-SM-C1YQN.1.bamcount_nonref.csv.zst,Esophagus_Mucosa,GTEX-1JMQK,GTEX-1JMQK-2026-SM-C1YQN.1,GTEx_Blended_Tissue_Training
GTEX-1JN1M-2926-SM-CNNPJ,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1JN1M-2926-SM-CNNPJ.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1JN1M-2926-SM-CNNPJ.1.bamcount_nonref.csv.zst,Stomach,GTEX-1JN1M,GTEX-1JN1M-2926-SM-CNNPJ.1,GTEx_Blended_Tissue_Training
GTEX-1JN6P-0005-SM-DIPEH,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1JN6P-0005-SM-DIPEH.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1JN6P-0005-SM-DIPEH.1.bamcount_nonref.csv.zst,Whole_Blood,GTEX-1JN6P,GTEX-1JN6P-0005-SM-DIPEH.1,GTEx_Blended_Tissue_Training
GTEX-1JN76-0826-SM-C1YRK,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1JN76-0826-SM-C1YRK.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1JN76-0826-SM-C1YRK.1.bamcount_nonref.csv.zst,Lung,GTEX-1JN76,GTEX-1JN76-0826-SM-C1YRK.1,GTEx_Blended_Tissue_Training
GTEX-1K2DA-2026-SM-CGQGK,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1K2DA-2026-SM-CGQGK.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1K2DA-2026-SM-CGQGK.1.bamcount_nonref.csv.zst,Colon_Transverse,GTEX-1K2DA,GTEX-1K2DA-2026-SM-CGQGK.1,GTEx_Blended_Tissue_Training
GTEX-1K9T9-0926-SM-D3L9C,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1K9T9-0926-SM-D3L9C.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1K9T9-0926-SM-D3L9C.1.bamcount_nonref.csv.zst,Lung,GTEX-1K9T9,GTEX-1K9T9-0926-SM-D3L9C.1,GTEx_Blended_Tissue_Training
GTEX-1KANA-0326-SM-CXKY8,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1KANA-0326-SM-CXKY8.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1KANA-0326-SM-CXKY8.1.bamcount_nonref.csv.zst,Artery_Tibial,GTEX-1KANA,GTEX-1KANA-0326-SM-CXKY8.1,GTEx_Blended_Tissue_Training
GTEX-1KANB-2626-SM-EV7BF,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1KANB-2626-SM-EV7BF.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1KANB-2626-SM-EV7BF.1.bamcount_nonref.csv.zst,Adrenal_Gland,GTEX-1KANB,GTEX-1KANB-2626-SM-EV7BF.1,GTEx_Blended_Tissue_Training
GTEX-1KD5A-1526-SM-D4P3W,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1KD5A-1526-SM-D4P3W.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1KD5A-1526-SM-D4P3W.1.bamcount_nonref.csv.zst,Spleen,GTEX-1KD5A,GTEX-1KD5A-1526-SM-D4P3W.1,GTEx_Blended_Tissue_Training
GTEX-1KWVE-0726-SM-D4P3O,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1KWVE-0726-SM-D4P3O.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1KWVE-0726-SM-D4P3O.1.bamcount_nonref.csv.zst,Adrenal_Gland,GTEX-1KWVE,GTEX-1KWVE-0726-SM-D4P3O.1,GTEx_Blended_Tissue_Training
GTEX-1KXAM-2226-SM-CYPTC,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1KXAM-2226-SM-CYPTC.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1KXAM-2226-SM-CYPTC.1.bamcount_nonref.csv.zst,Skin_Sun_Exposed,GTEX-1KXAM,GTEX-1KXAM-2226-SM-CYPTC.1,GTEx_Blended_Tissue_Training
GTEX-1L5NE-2026-SM-CXZKR,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1L5NE-2026-SM-CXZKR.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1L5NE-2026-SM-CXZKR.1.bamcount_nonref.csv.zst,Colon_Transverse,GTEX-1L5NE,GTEX-1L5NE-2026-SM-CXZKR.1,GTEx_Blended_Tissue_Training
GTEX-1LB8K-1526-SM-E9U58,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1LB8K-1526-SM-E9U58.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1LB8K-1526-SM-E9U58.1.bamcount_nonref.csv.zst,Esophagus_Gastroesophageal_Junction,GTEX-1LB8K,GTEX-1LB8K-1526-SM-E9U58.1,GTEx_Blended_Tissue_Training
GTEX-1LBAC-1826-SM-D3L9X,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1LBAC-1826-SM-D3L9X.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1LBAC-1826-SM-D3L9X.1.bamcount_nonref.csv.zst,Testis,GTEX-1LBAC,GTEX-1LBAC-1826-SM-D3L9X.1,GTEx_Blended_Tissue_Training
GTEX-1LC47-0005-SM-COH2J,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1LC47-0005-SM-COH2J.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1LC47-0005-SM-COH2J.1.bamcount_nonref.csv.zst,Whole_Blood,GTEX-1LC47,GTEX-1LC47-0005-SM-COH2J.1,GTEx_Blended_Tissue_Training
GTEX-1LG7Y-2926-SM-CXZKE,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1LG7Y-2926-SM-CXZKE.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1LG7Y-2926-SM-CXZKE.1.bamcount_nonref.csv.zst,Pituitary,GTEX-1LG7Y,GTEX-1LG7Y-2926-SM-CXZKE.1,GTEx_Blended_Tissue_Training
GTEX-1LG7Z-1826-SM-D4P3R,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1LG7Z-1826-SM-D4P3R.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1LG7Z-1826-SM-D4P3R.1.bamcount_nonref.csv.zst,Nerve_Tibial,GTEX-1LG7Z,GTEX-1LG7Z-1826-SM-D4P3R.1,GTEx_Blended_Tissue_Training
GTEX-1LGRB-0326-SM-CNPQC,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1LGRB-0326-SM-CNPQC.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1LGRB-0326-SM-CNPQC.1.bamcount_nonref.csv.zst,Adrenal_Gland,GTEX-1LGRB,GTEX-1LGRB-0326-SM-CNPQC.1,GTEx_Blended_Tissue_Training
GTEX-1LH75-2026-SM-EVR5E,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1LH75-2026-SM-EVR5E.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1LH75-2026-SM-EVR5E.1.bamcount_nonref.csv.zst,Esophagus_Gastroesophageal_Junction,GTEX-1LH75,GTEX-1LH75-2026-SM-EVR5E.1,GTEx_Blended_Tissue_Training
GTEX-1LKK1-3126-SM-EWRNY,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1LKK1-3126-SM-EWRNY.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1LKK1-3126-SM-EWRNY.1.bamcount_nonref.csv.zst,Brain_Cortex,GTEX-1LKK1,GTEX-1LKK1-3126-SM-EWRNY.1,GTEx_Blended_Tissue_Training
GTEX-1LNCM-0726-SM-DKPQ5,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1LNCM-0726-SM-DKPQ5.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1LNCM-0726-SM-DKPQ5.1.bamcount_nonref.csv.zst,Esophagus_Muscularis,GTEX-1LNCM,GTEX-1LNCM-0726-SM-DKPQ5.1,GTEx_Blended_Tissue_Training
GTEX-1LSNL-2426-SM-DHXKO,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1LSNL-2426-SM-DHXKO.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1LSNL-2426-SM-DHXKO.1.bamcount_nonref.csv.zst,Testis,GTEX-1LSNL,GTEX-1LSNL-2426-SM-DHXKO.1,GTEx_Blended_Tissue_Training
GTEX-1LSNM-1126-SM-DIPG9,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1LSNM-1126-SM-DIPG9.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1LSNM-1126-SM-DIPG9.1.bamcount_nonref.csv.zst,Esophagus_Mucosa,GTEX-1LSNM,GTEX-1LSNM-1126-SM-DIPG9.1,GTEx_Blended_Tissue_Training
GTEX-1LSVX-2826-SM-EVR58,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1LSVX-2826-SM-EVR58.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1LSVX-2826-SM-EVR58.1.bamcount_nonref.csv.zst,Brain_Cerebellum,GTEX-1LSVX,GTEX-1LSVX-2826-SM-EVR58.1,GTEx_Blended_Tissue_Training
GTEX-1LVA9-2826-SM-EAZ5D,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1LVA9-2826-SM-EAZ5D.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1LVA9-2826-SM-EAZ5D.1.bamcount_nonref.csv.zst,Testis,GTEX-1LVA9,GTEX-1LVA9-2826-SM-EAZ5D.1,GTEx_Blended_Tissue_Training
GTEX-1M4P7-0826-SM-E9TJR,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1M4P7-0826-SM-E9TJR.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1M4P7-0826-SM-E9TJR.1.bamcount_nonref.csv.zst,Lung,GTEX-1M4P7,GTEX-1M4P7-0826-SM-E9TJR.1,GTEx_Blended_Tissue_Training
GTEX-1M5QR-0926-SM-DHXK8,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1M5QR-0926-SM-DHXK8.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1M5QR-0926-SM-DHXK8.1.bamcount_nonref.csv.zst,Pancreas,GTEX-1M5QR,GTEX-1M5QR-0926-SM-DHXK8.1,GTEx_Blended_Tissue_Training
GTEX-1MA7W-0626-SM-EV79Z,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1MA7W-0626-SM-EV79Z.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1MA7W-0626-SM-EV79Z.1.bamcount_nonref.csv.zst,Colon_Transverse,GTEX-1MA7W,GTEX-1MA7W-0626-SM-EV79Z.1,GTEx_Blended_Tissue_Training
GTEX-1MA7X-0626-SM-E9TJI,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1MA7X-0626-SM-E9TJI.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1MA7X-0626-SM-E9TJI.1.bamcount_nonref.csv.zst,Lung,GTEX-1MA7X,GTEX-1MA7X-0626-SM-E9TJI.1,GTEx_Blended_Tissue_Training
GTEX-1MCQQ-2326-SM-DLHBX,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1MCQQ-2326-SM-DLHBX.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1MCQQ-2326-SM-DLHBX.1.bamcount_nonref.csv.zst,Testis,GTEX-1MCQQ,GTEX-1MCQQ-2326-SM-DLHBX.1,GTEx_Blended_Tissue_Training
GTEX-1MJK2-0006-SM-CXZIN,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1MJK2-0006-SM-CXZIN.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1MJK2-0006-SM-CXZIN.1.bamcount_nonref.csv.zst,Whole_Blood,GTEX-1MJK2,GTEX-1MJK2-0006-SM-CXZIN.1,GTEx_Blended_Tissue_Training
GTEX-1MUQO-1526-SM-DPRYK,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1MUQO-1526-SM-DPRYK.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1MUQO-1526-SM-DPRYK.1.bamcount_nonref.csv.zst,Prostate,GTEX-1MUQO,GTEX-1MUQO-1526-SM-DPRYK.1,GTEx_Blended_Tissue_Training
GTEX-1NHNU-0926-SM-E9J2T,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1NHNU-0926-SM-E9J2T.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1NHNU-0926-SM-E9J2T.1.bamcount_nonref.csv.zst,Breast_Mammary_Tissue,GTEX-1NHNU,GTEX-1NHNU-0926-SM-E9J2T.1,GTEx_Blended_Tissue_Training
GTEX-1NUQO-0726-SM-E9J3K,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1NUQO-0726-SM-E9J3K.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1NUQO-0726-SM-E9J3K.1.bamcount_nonref.csv.zst,Muscle_Skeletal,GTEX-1NUQO,GTEX-1NUQO-0726-SM-E9J3K.1,GTEx_Blended_Tissue_Training
GTEX-1NV8Z-2926-SM-DPRYS,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1NV8Z-2926-SM-DPRYS.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1NV8Z-2926-SM-DPRYS.1.bamcount_nonref.csv.zst,Pituitary,GTEX-1NV8Z,GTEX-1NV8Z-2926-SM-DPRYS.1,GTEx_Blended_Tissue_Training
GTEX-1O9I2-1326-SM-E6CQD,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1O9I2-1326-SM-E6CQD.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1O9I2-1326-SM-E6CQD.1.bamcount_nonref.csv.zst,Adipose_Visceral,GTEX-1O9I2,GTEX-1O9I2-1326-SM-E6CQD.1,GTEx_Blended_Tissue_Training
